"";"Rumin Zhang";"Kiss insecurity goodbye";"audio/sermon100822e.mp3";"Matthew 6:19-34, Psalm 145:16";"2010-08-22"
"";"羅天祐傳道";"心意更新而變";"audio/sermon100822c.mp3";"羅馬書 12:1-2";"2010-08-22"
"";"勞伯祥牧師";"以歡呼束腰";"audio/sermon100815c.mp3";"詩篇 65";"2010-08-15"
"";"羅天祐傳道";"生命的保養品（二）";"audio/sermon100808c.mp3";"以弗所書 2:1-10";"2010-08-08"
"";"俞望羚";"永生";"audio/sermon100725c.mp3";"約翰福音 17:3";"2010-07-25"
"";"Carl Fitzgerald";"He became poor so that we might become rich";"audio/sermon100711e.mp3";"2 Corinthians 8:1-9";"2010-07-11"
"";"羅天祐傳道";"神愛世人";"audio/sermon100711c.mp3";"約翰福音 3:16-21";"2010-07-11"
"";"John Maxham";"Lessons for a godly 4th of July";"audio/sermon100704e.mp3";"1 Timothy 2:1-6";"2010-07-04"
"";"羅天祐傳道";"神的義";"audio/sermon100704c.mp3";"羅馬書 3:10-18, 24";"2010-07-04"
"";"Pastor Nathan Hieb";"A life of gratitude";"audio/sermon110626e.mp3";"</td>";"2011-06-26"
"";"顏重安";"有目標的腳蹤";"audio/sermon110626c.mp3";"</td>";"2011-06-26"
"";"劉明輝牧師　Pastor Phillips Liu";"至於我和我家　As for me and my household";"audio/sermon110619.mp3";" ";"2011-06-19"
"";"Pastor Lee Hearn";"The ministry of mercy";"audio/sermon110612e.mp3";"Luke 6:28-38";"2011-06-12"
"";"譚寧國牧師";"神所嘉獎的人";"audio/sermon110612c.mp3";"使徒行傳 6:8-15, 7:54-60";"2011-06-12"
"";"譚寧國牧師";"擴張神國";"audio/sermon110611c.mp3";"（培靈會）";"2011-06-11"
"";"譚寧國牧師";"當走的路";"audio/sermon110610c.mp3";"（培靈會）";"2011-06-10"
"";"Jonathan Luke";"Who can you trust?";"audio/sermon110605e.mp3";"Matthew 16: 13-20";"2011-06-05"
"";"施能智牧師";"基督徒真偽辨";"audio/sermon110605c.mp3";"以弗所書 1:1-2";"2011-06-05"
"";"John Maxham";"How you can be set free from bondage";"audio/sermon110522e.mp3";"John 14:6";"2011-05-22"
"";"鄭昌文長老";"不以福音為恥";"audio/sermon110522c.mp3";"羅馬書 1:14-17";"2011-05-22"
"";"Pastor Lee Hearn";"Facing a storm?";"audio/sermon110515e.mp3";"Matthew 14:22-33";"2011-05-15"
"";"周子良牧師";"基督徒生活的三個原則";"audio/sermon110515c.mp3";"哥林多前書 10:23-31";"2011-05-15"
"";"Carl Fitzgerald";"They were first called christians at Antioch　他們在安提阿第一次被稱為基督徒";"audio/sermon110508.mp3";"Jude 1:20-25　猶大書 1:20-25";"2011-05-08"
"";"Greg Jao";"Filled by the spirit of Christ";"audio/sermon110501e.mp3";"Acts 7:54-60";"2011-05-01"
"";"周剛";"認識肉體";"audio/sermon110501c.mp3";"羅馬書 8:5-6";"2011-05-01"
"";"Pastor Nathan Hieb　僖拿單傳道";"The restoration of Peter　重建彼得";"audio/sermon110424.mp3";"John 21:15-19　約翰福音21:15-19";"2011-04-24"
"";"Pastor Lee Hearn　洪理牧師";"Loving and forgiving　愛與原諒";"audio/sermon110417.mp3";"Matthew 22:34-40, 6:12-15　馬太福音 22:34-40, 6:12-15";"2011-04-17"
"";"Yongchun Wu";"To live a holy life";"audio/sermon110410e.mp3";"1 Thessalonians 4:3-8";"2011-04-10"
"";"岑德雄弟兄";"安提阿教會";"audio/sermon110410c.mp3";"使徒行傳 11:22-26";"2011-04-10"
"";"Jonathan Luke";"Putting it all together";"audio/sermon110403e.mp3";"1 Corinthians 12:21-27";"2011-04-03"
"";"僖拿單傳道";"過渡時期信靠神";"audio/sermon110403c.mp3";"申命記 31:1-8";"2011-04-03"
"";"Pastor Nathan Hieb";"In the borderlands of hope";"audio/sermon110327e.mp3";"Deuteronomy 31:1-8";"2011-03-27"
"";"童彼得";"活出基督";"audio/sermon110327c.mp3";"腓立比書 1:21-30, 以弗所書 1:3-8, 哥林多前書 15:10";"2011-03-27"
"";"John Maxham";"We're in this together";"audio/sermon110320e.mp3";"Philippians 1:27-30";"2011-03-20"
"";"林三綱";"三種冠冕";"audio/sermon110320c.mp3";"哥林多前書 3:10-15";"2011-03-20"
"";"Pastor Lee Hearn";"Ending it all";"audio/sermon110313e.mp3";"Luke 21:20-22, 34-35";"2011-03-13"
"";"Jonathan Luke　陸華宗";"Blessings in Christ　在基督內的祝福";"audio/sermon110306.mp3";"Ephesians 1:3-10　以弗所書 1:3-10";"2011-03-06"
"";"Pastor Nathan Hieb";"The vine and the branches";"audio/sermon110227e.mp3";"John 15:1-8";"2011-02-27"
"";"黃浩新";"盼望的大能";"audio/sermon110227c.mp3";"腓立比書 4:4-7";"2011-02-27"
"";"Felix Yen";"Shine";"audio/sermon110220e.mp3";"Matthew 5:14-16";"2011-02-20"
"";"林三綱";"行走在生命的新樣中";"audio/sermon110220c.mp3";"羅馬書 6:1-4";"2011-02-20"
"";"Pastor Nathan Hieb";"The fruit of the spirit";"audio/sermon110213e.mp3";"Galatians 5:16-26";"2011-02-13"
"";"蕭建文";"立場和托付�俄巴底故事的反思";"audio/sermon110213c.mp3";"列王記上 18:1-16, 19:18";"2011-02-13"
"";"Carl Fitzgerald";"The Lord bless you and keep you";"audio/sermon110206e.mp3";"2 Corinthians 13:14";"2011-02-06"
"";"羅天祐傳道";"這事是新的";"audio/sermon110206c.mp3";"創世記 5:1-32";"2011-02-06"
"";"Pastor Nathan Heib";"Crucified with Christ";"audio/sermon110130e.mp3";"Galatians 2:14-21";"2011-01-30"
"";"羅天祐傳道";"什麼是新？";"audio/sermon110130c.mp3";"傳道書 1:9-10";"2011-01-30"
"";"Michael Shao";"Make your salvation sure";"audio/sermon110123e.mp3";"2 Peter 1:3-11";"2011-01-23"
"";"俞望羚";"依從主";"audio/sermon110123c.mp3";"路加福音5:1-11";"2011-01-23"
"";"Pastor Lee Hearn";"God wants to make you useful";"audio/sermon110116e.mp3";"Exodus 3:10-14";"2011-01-16"
"";"羅天祐傳道";"回答得有智慧";"audio/sermon110116c.mp3";"馬可福音 12:28-34";"2011-01-16"
"";"周剛";"重生";"audio/sermon110109c.mp3";"約翰福音 3:1-6";"2011-01-09"
"";"John Maxham";"Jesus Christ is coming again";"audio/sermon110102e.mp3";"1 Peter 1:10-13";"2011-01-02"
"";"林三綱";"活出基督";"audio/sermon110102c.mp3";"腓立比書 2:15-16";"2011-01-02"
"";"Pastor Nathan Hieb　僖拿單傳道";"Wisdom or murderous rage　智慧或凶惡的憤怒";"audio/sermon111225.mp3";"Matthew 2:1-12　馬太福音 2:1-12";"2011-12-25"
"";"Pastor Lee Hearn";"The warrior was a child";"audio/sermon111218e.mp3";"1 John 3:7-10";"2011-12-18"
"";"童彼得";"從上帝那裡差來的人";"audio/sermon111218c.mp3";"約翰福音 1:6-8　路加福音 1:5-25　馬太福音 11:7-11";"2011-12-18"
"";"Rev. John Maxham";"Finding love in a hopeless place";"audio/sermon111211e.mp3";"Matthew 1:21";"2011-12-11"
"";"顏重行";"恩上加恩";"audio/sermon111211c.mp3";"路加福音17:11-19";"2011-12-11"
"";"Pastor Nathan Hieb";"A leper's thanksgiving";"audio/sermon111127e.mp3";"Luke 17:11-19";"2011-11-27"
"";"岑德雄";"為今天的我感謝神";"audio/sermon111127c.mp3";"羅馬書 3:21-25";"2011-11-27"
"";"Pastor Lee Hearn";"Am I accepted?";"audio/sermon111120e.mp3";"Ephesians 1:15-19a";"2011-11-20"
"";"呂允智牧師";"打美好的仗";"audio/sermon111120c.mp3";"以弗所書 6:10-20";"2011-11-20"
"";"Aaron Shum";"Go and do likewise";"audio/sermon111113e.mp3";"Luke 10:25-37";"2011-11-13"
"";"邵惠明傳道";"福音的奧秘與職分";"audio/sermon111113c.mp3";"以弗所書 3:1-13";"2011-11-13"
"";"Rev. John Maxham";"How's your image?";"audio/sermon111106e.mp3";"Genesis 1:26-27";"2011-11-06"
"";"周剛";"得著智慧的心";"audio/sermon111106c.mp3";"詩篇 90:1-12";"2011-11-06"
"";"Felix Yen";"In the eye of the storm";"audio/sermon111030e.mp3";"Mark 4:35-41";"2011-10-30"
"";"僖拿單傳道";"耶利米的呼召";"audio/sermon111030c.mp3";"耶利米書 1:4-10";"2011-10-30"
"";"Pastor Nathan Hieb";"The calling of Jeremiah";"audio/sermon111023e.mp3";"John 21:18-22, Jeremiah 1:4-10";"2011-10-23"
"";"謝虹牧師";"真喜樂";"audio/sermon111023c.mp3";"詩篇 1";"2011-10-23"
"";"Rev. Lee Hearn";"Is it safe?";"audio/sermon111016e.mp3";"Daniel 1:1-10";"2011-10-16"
"";"馮耀華牧師";"簡樸與自由";"audio/sermon111016c.mp3";"路加福音 12:13-34";"2011-10-16"
"";"Rev. John Maxham";"What's in your wallet?";"audio/sermon111009e.mp3";"Mark 10:17-22";"2011-10-09"
"";"勞伯祥牧師";"蒙福的事奉";"audio/sermon111009c.mp3";"歷代志下 29:3, 29-36";"2011-10-09"
"";"Jonathan Luke";"Sacrifices pleasing and acceptable to God";"audio/sermon111002e.mp3";"Romans 12:1-2";"2011-10-02"
"";"周剛";"這人便為有福";"audio/sermon111002c.mp3";"詩篇 1:1-3";"2011-10-02"
"";"Pastor Nathan Hieb";"The serving church";"audio/sermon110925e.mp3";"Mark 1:16-20";"2011-09-25"
"";"邵惠明傳道";"化冤仇為和睦";"audio/sermon110925c.mp3";"以弗所書 2:11-22";"2011-09-25"
"";"Pastor Lee Hearn";"Marching on with hearts courageous";"audio/sermon110918e.mp3";"2 Corinthians 6:3-10";"2011-09-18"
"";"岑德雄";"看那看不見的";"audio/sermon110918c.mp3";"約翰福音 20:29";"2011-09-18"
"";"Carl Fitzgerald";"The unity of God";"audio/sermon110911e.mp3";"Matthew 3:16-17, John 17:1-5, Acts 1:8";"2011-09-11"
"";"岑德雄";"好憐憫";"audio/sermon110911c.mp3";"路加福音 10: 25-37";"2011-09-11"
"";"Rev. Matthew Connally";"The king's MO";"audio/sermon110904e.mp3";"Mark 6:7-13";"2011-09-04"
"";"吳文蓀";"如神，還是屬神？";"audio/sermon110904c.mp3";"希伯來書 11:3-4, 約翰福音 14:10-12";"2011-09-04"
"";"Rev. John Maxham";"How you can have real hope";"audio/sermon110821e.mp3";"Romans 5:1-5";"2011-08-21"
"";"童彼得";"屬靈的人";"audio/sermon110821c.mp3";"約翰福音 6:63";"2011-08-21"
"";"Rev. John Maxham";"Expecting surprises from God";"audio/sermon110807e.mp3";"John 4:11-26";"2011-08-07"
"";"劉明輝牧師";"眼光";"audio/sermon110807c.mp3";"馬太福音 6:22-23";"2011-08-07"
"";"Jonathan Luke";"Called by God";"audio/sermon110731e.mp3";"Acts 16:11-15";"2011-07-31"
"";"林三綱";"保羅對哥林多教會的感恩";"audio/sermon110731c.mp3";"歌林多前書1:4-9";"2011-07-31"
"";"Felix Yen";"Victory starts here";"audio/sermon110724e.mp3";"Roman 6:19-23";"2011-07-24"
"";"呂允智牧師";"神跡四課";"audio/sermon110724c.mp3";"約翰福音 11:1-44";"2011-07-24"
"";"Pastor Daniel Shih";"Unchanged melodies";"audio/sermon110717e.mp3";"1 Corinthians 13:1-8";"2011-07-17"
"";"Pastor Lee Hearn";"Be an example";"audio/sermon110710e.mp3";"1 Timothy 4:12";"2011-07-10"
"";"勞伯祥牧師";"天父的憐憫";"audio/sermon110710c.mp3";"以賽亞書 54:8-10, 詩篇 103:13";"2011-07-10"
"";"卲惠明傳道";"救贖恩典：出死入生";"audio/sermon110703c.mp3";"</td>";"2011-07-03"
"";"Pastor Nathan Hieb";"Shaped by God";"audio2012/sermon120624e.mp3";"Hebrews 13:7-8";"2012-06-24"
"";"吳文蓀";"遮羞帕";"audio2012/sermon120624c.mp3";"哥林多後書 2:1-18, 出埃及記 34:29-35";"2012-06-24"
"";"Rev. John Maxham";"Getting to know our father";"audio2012/sermon120617e.mp3";"1 Corinthians 8:6";"2012-06-17"
"";"胡至慧牧師";"屬靈的傳承";"audio2012/sermon120617c.mp3";"提摩太後書 1:5-6, 馬太福音 5:15-16";"2012-06-17"
"";"Rev. Lee Hearn";"Meeting the great I am";"audio2012/sermon120610e.mp3";"Exodus 3:1-10";"2012-06-10"
"";"周剛";"披戴基督";"audio2012/sermon120610c.mp3";"以賽亞書 64:6, 61:10, 以弗所書 4:21-24";"2012-06-10"
"";"Rev. John Eng";"On spiritual fruit";"audio2012/sermon120603e.mp3";"Galatians 5:16-26";"2012-06-03"
"";"陳景行傳道";"愛到深處﹐為主顛狂";"audio2012/sermon120603c.mp3";"馬可福音 3:20-21, 歌林多後書 5:13";"2012-06-03"
"";"黃浩新傳道";"和睦同居 � 和一";"audio2012/sermon120528c.mp3";"詩篇133";"2012-05-28"
"";"Pastor Hao-Hsin Huang　黃浩新傳道";"Humble yourselves　心不狂傲 � 謙卑";"audio2012/sermon120527.mp3";"Psalm 131　詩篇131";"2012-05-27"
"";"黃浩新傳道";"我心等候 � 忍耐";"audio2012/sermon120526c.mp3";"詩篇130";"2012-05-26"
"";"黃浩新傳道　Pastor Hao-Hsin Huang";"敬畏遵行 � 順服　Submission";"audio2012/sermon120526.mp3";"詩篇128　Psalm 128";"2012-05-26"
"";"Rev. Lee Hearn";"Plugged in";"audio2012/sermon120520e.mp3";"Acts 2:1-4";"2012-05-20"
"";"楊勝世牧師";"神是我的旌旗";"audio2012/sermon120520c.mp3";"出埃及記 17:8-15";"2012-05-20"
"";"Rev. Daniel Hui　許如志牧師";"I want to be a mon!　我要做媽媽!";"audio2012/sermon120513.mp3";"1 Samuel 1:1-20　撤母耳記上1:1-20";"2012-05-13"
"";"Rev. Matt Connally";"The passion of Jesus";"audio2012/sermon120506e.mp3";"John 4:7-26";"2012-05-06"
"";"胡至慧牧師";"軟弱時更要小心";"audio2012/sermon120506c.mp3";"創世紀 25:27-34, 以弗所書 4:1-3";"2012-05-06"
"";"Carl Fitzgerald";"Spirit of the living God";"audio2012/sermon120429e.mp3";"John 16:5-16";"2012-04-29"
"";"陳景行傳道";"尊貴的雅比斯";"audio2012/sermon120429c.mp3";"歷代志上 4:9-10";"2012-04-29"
"";"Pastor Nathan Hieb";"Our focus in the storm";"audio2012/sermon120422e.mp3";"Matthew 12:22-36";"2012-04-22"
"";"周子良牧師";"智慧之子";"audio2012/sermon120422c.mp3";"馬太福音 11:16-24";"2012-04-22"
"";"馮耀華牧師";"是偶然的嗎？";"audio2012/sermon120415c.mp3";"以斯帖記 4:12-17";"2012-04-15"
"";"Pastor Pak Cheung Lo　勞伯祥牧師";"永生的透視　The perspective of eternal life";"audio2012/sermon120408.mp3";"約翰福音 14:1-6　John 14: 1-6";"2012-04-08"
"";"Pastor Peter Yang　楊勝世牧師";"Partnership in the gospel 　福音的夥伴";"audio2012/sermon120401.mp3";"Philippians 1:5　腓立比書1:5";"2012-04-01"
"";"Pastor Nathan Hieb";"Learn and leap";"audio2012/sermon120325e.mp3";"Hebrew 12:1-3";"2012-03-25"
"";"胡至慧牧師";"太過理智會想不通";"audio2012/sermon120325c.mp3";"約翰福音 3:1-15";"2012-03-25"
"";"Rev. John Maxham";"God's reset button";"audio2012/sermon120318e.mp3";"2 Corinthians 5:17-21";"2012-03-18"
"";"楊勝世牧師";"永遠的居所";"audio2012/sermon120318c.mp3";"詩篇 90";"2012-03-18"
"";"Pastor Lee Hearn";"How important is the Bible?";"audio2012/sermon120311e.mp3";"1 Corinthians 1:13-16";"2012-03-11"
"";"謝虹牧師";"神蹟前要做的事";"audio2012/sermon120311c.mp3";"約翰福音 11:33-46";"2012-03-11"
"";"Felix Yen";"What will we give?";"audio2012/sermon120304e.mp3";"Mark 12:13-17";"2012-03-04"
"";"劉銘輝牧師";"活水的江河";"audio2012/sermon120304c.mp3";"約翰福音 7:37-39";"2012-03-04"
"";"Pastor Nathan Hieb";"Remember and surrender";"audio2012/sermon120226e.mp3";"Galatians 2:17-21";"2012-02-26"
"";"許如志牧師";"有道、有愛、有配搭";"audio2012/sermon120226c.mp3";"以弗所書 4:11-16";"2012-02-26"
"";"Rev. John Maxham";"Take the ball and run with it!";"audio2012/sermon120219e.mp3";"Psalm 23";"2012-02-19"
"";"周剛";"道成了肉身";"audio2012/sermon120219c.mp3";"約翰福音 1:1-14";"2012-02-19"
"";"Pastor Lee Hearn";"Light for our path";"audio2012/sermon120212e.mp3";"Genesis 1:1-2, 28-29";"2012-02-12"
"";"詹宏牧師";"群策群力的服事";"audio2012/sermon120212c.mp3";"出埃及記 18:13-27";"2012-02-12"
"";"Carl Fitzgerald";"Say to my soul, I am your salvation.";"audio2012/sermon120205e.mp3";"Psalm 40:1-12, 46:14";"2012-02-05"
"";"顏重安";"等候耶和華";"audio2012/sermon120205c.mp3";"詩篇 33:20-22, 約書亞記 1:1-9";"2012-02-05"
"";"Pastor Nathan Hieb";"A sure foundation";"audio2012/sermon120129e.mp3";"Hebrews 11:1-6";"2012-01-29"
"";"劉銘輝牧師";"乃曼的更新";"audio2012/sermon120129c.mp3";"列王記下5：1-17";"2012-01-29"
"";"Yongchun Wu";"Rich toward God";"audio2012/sermon120122e.mp3";"Luke 12:16-21";"2012-01-22"
"";"林三綱";"保羅對腓立比教會的感恩";"audio2012/sermon120122c.mp3";"腓立比書 1:3-6";"2012-01-22"
"";"Rev. John Maxham";"Without love, where would you be now?";"audio2012/sermon120115e.mp3";"1 Corinthians 13:1-3";"2012-01-15"
"";"邵惠明傳道";"愛的根基";"audio2012/sermon120115c.mp3";"以弗所書 3:14-21";"2012-01-15"
"";"Pastor Lee Hearn";"Patterning";"audio2012/sermon120108e.mp3";"Titus 2:1-18, 11-12";"2012-01-08"
"";"李定武牧師";"屬靈爭戰的生活";"audio2012/sermon120108c.mp3";"以弗所書 2:1-7";"2012-01-08"
"";"Jonathan Luke";"Life on earth";"audio2012/sermon120101e.mp3";"Matthew 6:24-33";"2012-01-01"
"";"吳文蓀";"耶穌流淚了！";"audio2012/sermon120101c.mp3";"詩篇 90:7-17, 約翰福音 11:33-43";"2012-01-01"
"";"Jonathan Luke";"Expectations for a new year";"audio2012/sermon121230e.mp3";"Ephesians 3:14-21";"2012-12-30"
"";"陳炎新牧師";"因信神的兒子而活";"audio2012/sermon121230c.mp3";"加拉太書 2:20, 馬可福音 6:14-29, 羅馬書 7:15-25";"2012-12-30"
"";"Pastor Nathan Hieb　僖拿單傳道";"Mary and the outcasts　馬利亞與無家可歸";"audio2012/sermon121223.mp3";"Luke 2:8-20　路加福音2:8-20";"2012-12-23"
"";"許如志牧師";"毋忘！（二）";"audio2012/sermon121216c.mp3";"詩篇103:1-5";"2012-12-16"
"";"Pastor Lee Hearn";"God never changes";"audio2012/sermon121209e.mp3";"James 1:16-18, Hebrews 1:8";"2012-12-09"
"";"Carl Fitzgerald";"I am - the incarnation of Christ";"audio2012/sermon121202e.mp3";"John 15:1-8";"2012-12-02"
"";"楊勝世牧師";"感恩禱告的雙向";"audio2012/sermon121202c.mp3";"馬太福音11:20-30, 約翰福音 11:32-46";"2012-12-02"
"";"Jonathan Luke";"In everything give thanks";"audio2012/sermon121125e.mp3";"Psalm 100";"2012-11-25"
"";"郭超斌牧師";"基督人生三感";"audio2012/sermon121125c.mp3";"約翰福音 8:1-11";"2012-11-25"
"";"許如志牧師　Pastor Daniel Hui";"毋忘!　Forget not!";"audio2012/sermon121118e.mp3";"Psalm 103:1-5　詩篇103:1-5";"2012-11-18"
"";"Pastor John Maxham";"Saved to do good works";"audio2012/sermon121111e.mp3";"Colossians 1:9-18";"2012-11-11"
"";"許如志牧師";"向約瑟學習「冰釋前嫌」";"audio2012/sermon121111c.mp3";"創世記 50:15-21";"2012-11-11"
"";"Pastor Peter Yang";"Resources for godly living";"audio2012/sermon121028e.mp3";"Matthew 7:7-12";"2012-10-28"
"";"楊勝世牧師";"為了神的榮耀！";"audio2012/sermon121028c.mp3";"以弗所書 3:14-21";"2012-10-28"
"";"Pastor John Maxham";"Never fear, for God is here";"audio2012/sermon121021e.mp3";"Psalm 139";"2012-10-21"
"";"張亞倫牧師";"竭力認識神";"audio2012/sermon121021c.mp3";"何西亞書 6:3";"2012-10-21"
"";"Pastor Lee Hearn";"Being faithful in common places";"audio2012/sermon121014e.mp3";"Genesis 26:1-3, 16-22";"2012-10-14"
"";"詹宏牧師";"智慧的開端與增長";"audio2012/sermon121014c.mp3";"箴言 9:9-12; 2:1-5";"2012-10-14"
"";"孫約翰牧師";"生之追尋（三）";"audio2012/sermon121007c.mp3";"路加福音 8:43-48";"2012-10-07"
"";"孫約翰牧師";"生之追尋（二）";"audio2012/sermon121006c.mp3";"雅各書 4:13-15";"2012-10-06"
"";"孫約翰牧師";"生之追尋（一）";"audio2012/sermon121005c.mp3";"約翰福音 2:1-11";"2012-10-05"
"";"Carl Fitzgerald";"I saw the Lord";"audio2012/sermon120930e.mp3";"Isaiah 6:1-8";"2012-09-30"
"";"莊大能牧師";"直到地極做主見證";"audio2012/sermon120930c.mp3";"使徒行傳 1:3-8";"2012-09-30"
"";"Pastor Peter Yang";"Faith's action plan";"audio2012/sermon120923e.mp3";"Matthew 7:7-12";"2012-09-23"
"";"葉啟明牧師";"豐盛的生命";"audio2012/sermon120923c.mp3";"約翰福音 10:7-10";"2012-09-23"
"";"Pastor Lee Hearn";"The eye of faith";"audio2012/sermon120916e.mp3";"2 Kings 6:8-17";"2012-09-16"
"";"許如志牧師";"去！";"audio2012/sermon120916c.mp3";"馬太福音28:16-20";"2012-09-16"
"";"Pastor Ming Lu　逯明華傳道";"Justified by faith and faith by works　因信稱義﹐並藉行為成就信心的工夫";"audio2012/sermon120909.mp3";"James 2:14-26　雅各書2:14-26";"2012-09-09"
"";"Pastor Nathan Hieb";"The least of these";"audio2012/sermon120902e.mp3";"Matthews 25:31-46";"2012-09-02"
"";"譚俊德牧師";"使網民作我的門徒";"audio2012/sermon120902c.mp3";"馬太福音 28:16-20";"2012-09-02"
"";"Pastor John Maxham";"What are your plans?";"audio2012/sermon120826e.mp3";"Proverbs 16:3";"2012-08-26"
"";"許如志牧師";"舊約人物系列﹕摩西�英雄遲暮？";"audio2012/sermon120826c.mp3";"出埃及記 3:1-10";"2012-08-26"
"";"Aaron Shum";"Be filled with the Holy Spirit";"audio2012/sermon120819e.mp3";"Ephesians 4:29-32";"2012-08-19"
"";"張亞倫牧師";"教會的根基";"audio2012/sermon120819c.mp3";"馬太福音 16:13-20";"2012-08-19"
"";"Pastor Nathan Hieb";"Be filled with the Holy Spirit";"audio2012/sermon120812e.mp3";"Joel 2:28-32";"2012-08-12"
"";"周剛";"回家";"audio2012/sermon120812c.mp3";"路加福音 15:11-24";"2012-08-12"
"";"童彼得長老　Elder Peter Doong";"致命的盲點　Fatal blind spot";"audio2012/sermon120805.mp3";"馬太福音 24:36-39　Matthew 24:36-39";"2012-08-05"
"";"Pastor John Maxham";"The gospel meets the new normal";"audio2012/sermon120729e.mp3";"Romans 1:16-17";"2012-07-29"
"";"陳炎新牧師";"家和萬事興";"audio2012/sermon120729c.mp3";"創世紀 25:27-34";"2012-07-29"
"";"Felix Yen";"Road map for living";"audio2012/sermon120722e.mp3";"Ephesians 5:8-17";"2012-07-22"
"";"郭超斌牧師";"我寧願有耶穌";"audio2012/sermon120722c.mp3";"詩篇 73:25, 約翰福音 6:68, 腓立比書 3:8-9";"2012-07-22"
"";"Pastor John Maxham";"What does it take to get your attention?";"audio2012/sermon120715e.mp3";"Mark 4:13-20";"2012-07-15"
"";"Jonathan Luke";"Higher education";"audio2012/sermon120708e.mp3";"Philippians 3:7-14";"2012-07-08"
"";"謝虹牧師";"本相與真相";"audio2012/sermon120708c.mp3";"約翰福音 13:36-14:3";"2012-07-08"
"";"Pastor Chris Wang";"Now he can see... or not";"audio2012/sermon120701e.mp3";"Mark 10:48-52";"2012-07-01"
"";"許如志牧師";"有道、有愛、有配搭（續）";"audio2012/sermon120701c.mp3";"以弗所書 4:11-16";"2012-07-01"
"";"Pastor Nahan Hieb";"Love is convicted civility";"audio2013/sermon130630e.mp3";"1 Peter 3:8-16";"2013-06-30"
"";"勞伯祥牧師";"天父的心";"audio2013/sermon130630c.mp3";"路加福音 15:11-32";"2013-06-30"
"";"Carl Fitzgerald";"Great expectations";"audio2013/sermon130623e.mp3";"Psalm 45";"2013-06-23"
"";"許如志牧師";"健康的教會（三）內憂外患";"audio2013/sermon130623c.mp3";"啟示錄 2:12-17";"2013-06-23"
"";"Jonathan Luke";"The mathematics of investing";"audio2013/sermon130616e.mp3";"Matthew 25:14-30";"2013-06-16"
"";"劉銘輝牧師";"義人約瑟";"audio2013/sermon130616c.mp3";"馬太福音 18:25";"2013-06-16"
"";"Pastor Nathan Hieb";"Already / not yet";"audio2013/sermon130609e.mp3";"2 Corinthians 5:16:21";"2013-06-09"
"";"黃浩新牧師";"屬靈的鍛鍊";"audio2013/sermon130609c.mp3";"馬太福音 6:13a";"2013-06-09"
"";"Pastor John Maxham";"Joseph: a man who learned how to love";"audio2013/sermon130602e.mp3";"Genesis 45:1-15";"2013-06-02"
"";"周剛";"作貴重的器皿";"audio2013/sermon130602c.mp3";"提摩太後書 2:20-23";"2013-06-02"
"";"賴若瀚牧師";"真愛人生（四）";"audio2013/sermon130526c.mp3";"哥林多前書 13:4-8";"2013-05-26"
"";"賴若瀚牧師";"真愛人生（三）";"audio2013/sermon130525.mp3";"哥林多前書 13:4-8";"2013-05-25"
"";"賴若瀚牧師";"真愛人生（二）";"audio2013/sermon130525c.mp3";"哥林多前書 13:4-8";"2013-05-25"
"";"賴若瀚牧師";"真愛人生（一）";"audio2013/sermon130524c.mp3";"哥林多前書 13:4-8";"2013-05-24"
"";"Pastor Nathan Hieb";"Soaring in the freedom of Christ's righteousness";"audio2013/sermon130519e.mp3";"Romans 6:8-14";"2013-05-19"
"";"許如志牧師";"健康的教會（二）貧窮卻又富足";"audio2013/sermon130519c.mp3";"啟示錄 2:8-11";"2013-05-19"
"";"童彼得長老";"基督裏的智慧";"audio2013/sermon130512c.mp3";"歌羅西書 2:1-5";"2013-05-12"
"";"Pastor Lee Hearn";"Setting up totem poles";"audio2013/sermon130505e.mp3";"Deuteronomy 4:15-20, Exodus 20:4-6";"2013-05-05"
"";"陳炎新牧師";"健康的教會";"audio2013/sermon130505c.mp3";"約翰福音12:22-25";"2013-05-05"
"";"Pastor Nathan Hieb";"Love is not proud";"audio2013/sermon130428e.mp3";"1 Peter 5:5-7";"2013-04-28"
"";"葉啟明牧師";"不普通的普通人";"audio2013/sermon130428c.mp3";"路得記 4:18-22";"2013-04-28"
"";"Pastor Nathan Hieb";"Love does not Envy";"audio2013/sermon130414e.mp3";"James 4:1-12";"2013-04-14"
"";"張亞倫牧師";"神的榮耀";"audio2013/sermon130414c.mp3";"約翰福音 12:23-30";"2013-04-14"
"";"Pastor Lee Hearn";"If God be God";"audio2013/sermon130407e.mp3";"Exodus 20:1-17";"2013-04-07"
"";"劉銘輝牧師";"你稱祂為主嗎﹖";"audio2013/sermon130407c.mp3";"路加福音 5:1-11";"2013-04-07"
"";"Pastor Nathan Hieb　僖拿單傳道";"The Lord of life　生命的主";"audio2013/sermon130331.mp3";"John 20:1-18　約翰福音 20:1-18";"2013-03-31"
"";"Pastor Lee Hearn";"Steps to successful living";"audio2013/sermon130324e.mp3";"Exodus 19:1-8";"2013-03-24"
"";"許如志牧師";"重拾初愛";"audio2013/sermon130324c.mp3";"啟示錄 2:1-7";"2013-03-24"
"";"Pastor Nathan Hieb";"Love is kind";"audio2013/sermon130317e.mp3";"Exodus 34:1-7";"2013-03-17"
"";"林三綱";"神所尊重的人";"audio2013/sermon130317c.mp3";"約翰福音12: 20-28";"2013-03-17"
